ncbi_id,reactome_id,reactome_name
55214,R-HSA-1650814,Collagen biosynthesis and modifying enzymes
55215,R-HSA-6783310,Fanconi Anemia Pathway
55215,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes
55217,R-HSA-71262,Carnitine synthesis
55219,R-HSA-8980692,RHOA GTPase cycle
55219,R-HSA-9013106,RHOC GTPase cycle
55223,R-HSA-877300,Interferon gamma signaling
55224,R-HSA-1483213,Synthesis of PE
55226,R-HSA-6790901,rRNA modification in the nucleus and cytosol
55227,R-HSA-9696270,RND2 GTPase cycle
55229,R-HSA-199220,Vitamin B5 (pantothenate) metabolism
55233,R-HSA-2028269,Signaling by Hippo
55234,R-HSA-72163,mRNA Splicing - Major Pathway
55236,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes
55236,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
55236,R-HSA-9918485,Dengue Virus Attachment and Entry
55239,R-HSA-9629569,Protein hydroxylation
55240,R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
55240,R-HSA-9013148,CDC42 GTPase cycle
55240,R-HSA-9013405,RHOD GTPase cycle
55240,R-HSA-9013406,RHOQ GTPase cycle
55240,R-HSA-9013409,RHOJ GTPase cycle
55240,R-HSA-9035034,RHOF GTPase cycle
55240,R-HSA-917977,Transferrin endocytosis and recycling
55243,R-HSA-373753,Nephrin family interactions
55244,R-HSA-549127,SLC-mediated transport of organic cations
55245,R-HSA-9865881,Complex III assembly
55247,R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine
55247,R-HSA-110329,Cleavage of the damaged pyrimidine 
55247,R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine
55247,R-HSA-110331,Cleavage of the damaged purine
55247,R-HSA-9629232,Defective Base Excision Repair Associated with NEIL3
55247,R-HSA-9636003,NEIL3-mediated resolution of ICLs
5525,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
5525,R-HSA-195253,Degradation of beta-catenin by the destruction complex
5525,R-HSA-196299,Beta-catenin phosphorylation cascade
5525,R-HSA-2467813,Separation of Sister Chromatids
5525,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
5525,R-HSA-389356,Co-stimulation by CD28
5525,R-HSA-389513,Co-inhibition by CTLA4
5525,R-HSA-432142,Platelet sensitization by LDL
5525,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
5525,R-HSA-5339716,Signaling by GSK3beta mutants
5525,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
5525,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
5525,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
5525,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
5525,R-HSA-5467337,APC truncation mutants have impaired AXIN binding
5525,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
5525,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
5525,R-HSA-5663220,RHO GTPases Activate Formins
5525,R-HSA-5673000,RAF activation
5525,R-HSA-5675221,Negative regulation of MAPK pathway
5525,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
5525,R-HSA-68877,Mitotic Prometaphase
5525,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
5525,R-HSA-9833482,PKR-mediated signaling
55250,R-HSA-3214847,HATs acetylate histones
55252,R-HSA-5689603,UCH proteinases
55253,R-HSA-6782861,Synthesis of wybutosine at G37 of tRNA(Phe)
55256,R-HSA-1237112,Methionine salvage pathway
55257,R-HSA-3214847,HATs acetylate histones
5526,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
5526,R-HSA-195253,Degradation of beta-catenin by the destruction complex
5526,R-HSA-196299,Beta-catenin phosphorylation cascade
5526,R-HSA-2467813,Separation of Sister Chromatids
5526,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
5526,R-HSA-381038,XBP1(S) activates chaperone genes
5526,R-HSA-389356,Co-stimulation by CD28
5526,R-HSA-389513,Co-inhibition by CTLA4
5526,R-HSA-432142,Platelet sensitization by LDL
5526,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
5526,R-HSA-5339716,Signaling by GSK3beta mutants
5526,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
5526,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
5526,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
5526,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
5526,R-HSA-5467337,APC truncation mutants have impaired AXIN binding
5526,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
5526,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
5526,R-HSA-5663220,RHO GTPases Activate Formins
5526,R-HSA-5673000,RAF activation
5526,R-HSA-5675221,Negative regulation of MAPK pathway
5526,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
5526,R-HSA-68877,Mitotic Prometaphase
5526,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
5527,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
5527,R-HSA-195253,Degradation of beta-catenin by the destruction complex
5527,R-HSA-196299,Beta-catenin phosphorylation cascade
5527,R-HSA-2467813,Separation of Sister Chromatids
5527,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
5527,R-HSA-389356,Co-stimulation by CD28
5527,R-HSA-389513,Co-inhibition by CTLA4
5527,R-HSA-432142,Platelet sensitization by LDL
5527,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
5527,R-HSA-5339716,Signaling by GSK3beta mutants
5527,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
5527,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
5527,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
5527,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
5527,R-HSA-5467337,APC truncation mutants have impaired AXIN binding
5527,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
5527,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
5527,R-HSA-5663220,RHO GTPases Activate Formins
5527,R-HSA-5673000,RAF activation
5527,R-HSA-5675221,Negative regulation of MAPK pathway
5527,R-HSA-6804757,Regulation of TP53 Degradation
5527,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
5527,R-HSA-68877,Mitotic Prometaphase
5527,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
55270,R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins
55270,R-HSA-9748787,Azathioprine ADME
55272,R-HSA-6790901,rRNA modification in the nucleus and cytosol
55272,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol
55274,R-HSA-9933939,Formation of the polybromo-BAF (pBAF) complex
55274,R-HSA-9933946,Formation of the embryonic stem cell BAF (esBAF) complex
55274,R-HSA-9934037,Formation of neuronal progenitor and neuronal BAF (npBAF and nBAF)
55275,R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network
55276,R-HSA-6798695,Neutrophil degranulation
55276,R-HSA-71336,Pentose phosphate pathway
5528,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
5528,R-HSA-163767,PP2A-mediated dephosphorylation of key metabolic factors
5528,R-HSA-180024,DARPP-32 events
5528,R-HSA-195253,Degradation of beta-catenin by the destruction complex
5528,R-HSA-196299,Beta-catenin phosphorylation cascade
5528,R-HSA-198753,ERK/MAPK targets
5528,R-HSA-202670,ERKs are inactivated
5528,R-HSA-2467813,Separation of Sister Chromatids
5528,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
5528,R-HSA-389356,Co-stimulation by CD28
5528,R-HSA-389513,Co-inhibition by CTLA4
5528,R-HSA-432142,Platelet sensitization by LDL
5528,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
5528,R-HSA-5339716,Signaling by GSK3beta mutants
5528,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
5528,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
5528,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
5528,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
5528,R-HSA-5467337,APC truncation mutants have impaired AXIN binding
5528,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
5528,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
5528,R-HSA-5663220,RHO GTPases Activate Formins
5528,R-HSA-5673000,RAF activation
5528,R-HSA-5675221,Negative regulation of MAPK pathway
5528,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
5528,R-HSA-68877,Mitotic Prometaphase
5528,R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism"
5528,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
55283,R-HSA-3295583,TRP channels
55284,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes
55284,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
55288,R-HSA-5689880,Ub-specific processing proteases
55288,R-HSA-9013425,RHOT1 GTPase cycle
55289,R-HSA-389887,Beta-oxidation of pristanoyl-CoA
5529,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
5529,R-HSA-195253,Degradation of beta-catenin by the destruction complex
5529,R-HSA-196299,Beta-catenin phosphorylation cascade
5529,R-HSA-2467813,Separation of Sister Chromatids
5529,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
5529,R-HSA-389356,Co-stimulation by CD28
5529,R-HSA-389513,Co-inhibition by CTLA4
5529,R-HSA-432142,Platelet sensitization by LDL
5529,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
5529,R-HSA-5339716,Signaling by GSK3beta mutants
5529,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
5529,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
5529,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
5529,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
5529,R-HSA-5467337,APC truncation mutants have impaired AXIN binding
5529,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
5529,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
5529,R-HSA-5663220,RHO GTPases Activate Formins
5529,R-HSA-5673000,RAF activation
5529,R-HSA-5675221,Negative regulation of MAPK pathway
5529,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
5529,R-HSA-68877,Mitotic Prometaphase
5529,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
55290,R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation
55290,R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter
552900,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation
55291,R-HSA-171319,Telomere Extension By Telomerase
55291,R-HSA-204005,COPII-mediated vesicle transport
55294,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription
55294,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
55294,R-HSA-2644607,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling
55294,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
55294,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis
55294,R-HSA-8951664,Neddylation
55294,R-HSA-9604323,Negative regulation of NOTCH4 signaling
55294,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
553,R-HSA-388479,Vasopressin-like receptors
553,R-HSA-416476,G alpha (q) signalling events
553,R-HSA-5619099,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)"
5530,R-HSA-180024,DARPP-32 events
5530,R-HSA-2025928,Calcineurin activates NFAT
5530,R-HSA-2871809,FCERI mediated Ca+2 mobilization
5530,R-HSA-4086398,Ca2+ pathway
5530,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation
55300,R-HSA-1483248,Synthesis of PIPs at the ER membrane
55300,R-HSA-1660499,Synthesis of PIPs at the plasma membrane
55300,R-HSA-1660514,Synthesis of PIPs at the Golgi membrane
55300,R-HSA-1660516,Synthesis of PIPs at the early endosome membrane
55301,R-HSA-75105,Fatty acyl-CoA biosynthesis
55304,R-HSA-1660661,Sphingolipid de novo biosynthesis
5531,R-HSA-5693607,Processing of DNA double-strand break ends
55312,R-HSA-196843,Vitamin B2 (riboflavin) metabolism
55313,R-HSA-6798695,Neutrophil degranulation
55315,R-HSA-5619063,Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)
55315,R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane
55315,R-HSA-9755088,Ribavirin ADME
5532,R-HSA-180024,DARPP-32 events
5532,R-HSA-2025928,Calcineurin activates NFAT
5532,R-HSA-2871809,FCERI mediated Ca+2 mobilization
5532,R-HSA-4086398,Ca2+ pathway
5532,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation
5532,R-HSA-9010642,ROBO receptors bind AKAP5
55320,R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere
55320,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition
55326,R-HSA-1483166,Synthesis of PA
55327,R-HSA-212676,Dopamine Neurotransmitter Release Cycle
55327,R-HSA-6794361,Neurexins and neuroligins
55327,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
55328,R-HSA-196807,Nicotinate metabolism
5533,R-HSA-111447,Activation of BAD and translocation to mitochondria 
5533,R-HSA-180024,DARPP-32 events
55330,R-HSA-432722,Golgi Associated Vesicle Biogenesis
55331,R-HSA-9845614,Sphingolipid catabolism
55336,R-HSA-8951664,Neddylation
55336,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
55339,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript
55339,R-HSA-72187,mRNA 3'-end processing
55339,R-HSA-73856,RNA Polymerase II Transcription Termination
55339,R-HSA-77595,Processing of Intronless Pre-mRNAs
55339,R-HSA-9770562,mRNA Polyadenylation
55339,R-HSA-9918481,Dengue Virus-Host Interactions
5534,R-HSA-111447,Activation of BAD and translocation to mitochondria 
5534,R-HSA-180024,DARPP-32 events
5534,R-HSA-2025928,Calcineurin activates NFAT
5534,R-HSA-2871809,FCERI mediated Ca+2 mobilization
5534,R-HSA-4086398,Ca2+ pathway
5534,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation
55343,R-HSA-5619078,Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)
55343,R-HSA-6787639,GDP-fucose biosynthesis
55343,R-HSA-727802,Transport of nucleotide sugars
55347,R-HSA-156588,Glucuronidation
55349,R-HSA-6798163,Choline catabolism
55352,R-HSA-3214858,RMTs methylate histone arginines
55355,R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere
55355,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition
55356,R-HSA-549127,SLC-mediated transport of organic cations
55357,R-HSA-8854214,TBC/RABGAPs
5536,R-HSA-5675221,Negative regulation of MAPK pathway
5536,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
5536,R-HSA-8939211,ESR-mediated signaling
55361,R-HSA-1660499,Synthesis of PIPs at the plasma membrane
55361,R-HSA-1660514,Synthesis of PIPs at the Golgi membrane
55361,R-HSA-1660516,Synthesis of PIPs at the early endosome membrane
55364,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency
55366,R-HSA-4641263,Regulation of FZD by ubiquitination
55367,R-HSA-6803207,TP53 Regulates Transcription of Caspase Activators and Caspases
5537,R-HSA-171319,Telomere Extension By Telomerase
5537,R-HSA-204005,COPII-mediated vesicle transport
5538,R-HSA-75105,Fatty acyl-CoA biosynthesis
55388,R-HSA-176187,Activation of ATR in response to replication stress
55388,R-HSA-68962,Activation of the pre-replicative complex
5539,R-HSA-375276,Peptide ligand-binding receptors
5539,R-HSA-418594,G alpha (i) signalling events
554,R-HSA-388479,Vasopressin-like receptors
554,R-HSA-418555,G alpha (s) signalling events
554,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins
554,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
554,R-HSA-8856828,Clathrin-mediated endocytosis
554,R-HSA-9036092,Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)
5540,R-HSA-375276,Peptide ligand-binding receptors
5540,R-HSA-418594,G alpha (i) signalling events
55422,R-HSA-212436,Generic Transcription Pathway
55422,R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins
55423,R-HSA-202733,Cell surface interactions at the vascular wall
55423,R-HSA-391160,Signal regulatory protein family interactions
554313,R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine
554313,R-HSA-110329,Cleavage of the damaged pyrimidine 
554313,R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine
554313,R-HSA-110331,Cleavage of the damaged purine
554313,R-HSA-1221632,Meiotic synapsis
554313,R-HSA-171306,Packaging Of Telomere Ends
554313,R-HSA-1912408,Pre-NOTCH Transcription and Translation
554313,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex
554313,R-HSA-212300,PRC2 methylates histones and DNA
554313,R-HSA-2299718,Condensation of Prophase Chromosomes
554313,R-HSA-2559580,Oxidative Stress Induced Senescence
554313,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP)
554313,R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence
554313,R-HSA-3214815,HDACs deacetylate histones
554313,R-HSA-3214841,PKMTs methylate histone lysines
554313,R-HSA-3214842,HDMs demethylate histones
554313,R-HSA-3214847,HATs acetylate histones
554313,R-HSA-3214858,RMTs methylate histone arginines
554313,R-HSA-427359,SIRT1 negatively regulates rRNA expression
554313,R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression
554313,R-HSA-427413,NoRC negatively regulates rRNA expression
554313,R-HSA-4551638,SUMOylation of chromatin organization proteins
554313,R-HSA-5250924,B-WICH complex positively regulates rRNA expression
554313,R-HSA-5334118,DNA methylation
